Date,Type,Volume,Term,Price
29/05/2017,ESC,10000,Spot,15.05
31/05/2017,ESC,5000,Spot,14.75
1/06/2017,ESC,5000,Spot,14.5
1/06/2017,ESC,5000,Spot,14.5
1/06/2017,ESC,5000,Spot,14.25
1/06/2017,ESC,5000,Spot,14.25
5/06/2017,ESC,10000,Spot,14.3
6/06/2017,ESC,5000,Spot,14.1
6/06/2017,ESC,6710,Spot,14.1
6/06/2017,ESC,5000,Spot,14.1
7/06/2017,ESC,5000,Spot,13.9
7/06/2017,ESC,5000,Spot,13.75
7/06/2017,ESC,5000,Spot,13.5
7/06/2017,ESC,5000,Spot,13.5
7/06/2017,ESC,5000,Spot,13.9
7/06/2017,ESC,5000,Spot,13.9
7/06/2017,ESC,5000,Spot,14.1
8/06/2017,ESC,10000,Spot,13.5
9/06/2017,ESC,5000,Spot,13.6
9/06/2017,ESC,10000,Spot,13.65
13/06/2017,ESC,6500,Spot,13.65
14/06/2017,ESC,5000,Spot,13.65
14/06/2017,ESC,10000,Spot,13.7
19/06/2017,ESC,5000,Spot,13.65
20/06/2017,ESC,12000,Spot,13.65
21/06/2017,ESC,5000,Spot,13.7
21/06/2017,ESC,5222,Spot,13.7
23/06/2017,ESC,8000,Spot,13.8
26/06/2017,ESC,5000,Spot,13.75
26/06/2017,ESC,5000,Spot,13.6
27/06/2017,ESC,5000,Spot,13.5
30/06/2017,ESC,5000,Spot,13.15
30/06/2017,ESC,5000,Spot,12.9
30/06/2017,ESC,5000,Spot,12.8
30/06/2017,ESC,5000,Spot,12.8
30/06/2017,ESC,5000,Spot,12.6
30/06/2017,ESC,5000,Spot,12.6
3/07/2017,ESC,5000,Spot,12
3/07/2017,ESC,5000,Spot,12
4/07/2017,ESC,5000,Spot,11.8
5/07/2017,ESC,10000,Spot,12.1
11/07/2017,ESC,10000,Spot,12.6
13/07/2017,ESC,20000,Spot,13.15
17/07/2017,ESC,5000,Spot,13.8
17/07/2017,ESC,5000,Spot,13.8
18/07/2017,ESC,5000,Spot,13.9
18/07/2017,ESC,5000,Spot,14
18/07/2017,ESC,5000,Spot,14.05
19/07/2017,ESC,10000,Spot,14.1
20/07/2017,ESC,10000,Spot,14.25
24/07/2017,ESC,5000,Spot,14.5
31/07/2017,ESC,5000,Spot,15
31/07/2017,ESC,10000,Spot,15
31/07/2017,ESC,20000,Spot,15.1
1/08/2017,ESC,9000,Spot,15.1
1/08/2017,ESC,5000,Spot,15.1
2/08/2017,ESC,10000,Spot,15.2
2/08/2017,ESC,10000,Spot,15.5
3/08/2017,ESC,10000,Spot,15.65
4/08/2017,ESC,15000,Spot,15.75
7/08/2017,ESC,15000,Spot,15.75
8/08/2017,ESC,5786,Spot,15.75
8/08/2017,ESC,5000,Spot,15.75
8/08/2017,ESC,10000,Spot,15.75
8/08/2017,ESC,20000,Spot,15.75
8/08/2017,ESC,10000,Spot,15.75
8/08/2017,ESC,5000,Spot,15.75
11/08/2017,ESC,5000,Spot,15.75
17/08/2017,ESC,5000,Spot,16
17/08/2017,ESC,10000,Spot,16.1
18/08/2017,ESC,10000,Spot,16.2
21/08/2017,ESC,5000,Spot,16.75
22/08/2017,ESC,5000,Spot,17
22/08/2017,ESC,8492,Spot,17
28/08/2017,ESC,5000,Spot,17.5
28/08/2017,ESC,7376,Spot,17.65
28/08/2017,ESC,5000,Spot,17.65
28/08/2017,ESC,10000,Spot,17.65
28/08/2017,ESC,5000,Spot,17.75
30/08/2017,ESC,11000,Spot,17.9
30/08/2017,ESC,10936,Spot,18
30/08/2017,ESC,7500,Spot,17.85
30/08/2017,ESC,10000,Spot,18.1
30/08/2017,ESC,5000,Spot,18.1
30/08/2017,ESC,5000,Spot,18.1
30/08/2017,ESC,5000,Spot,18.1
30/08/2017,ESC,5000,Spot,18.2
1/09/2017,ESC,5000,Spot,17.3
4/09/2017,ESC,20000,Spot,17.1
6/09/2017,ESC,5000,Spot,17.1
8/09/2017,ESC,5000,Spot,17.75
11/09/2017,ESC,5000,Spot,17.65
12/09/2017,ESC,10000,Spot,17.65
13/09/2017,ESC,5000,Spot,17.65
14/09/2017,ESC,5000,Spot,17.75
18/09/2017,ESC,12000,Spot,18.1
19/09/2017,ESC,5000,Spot,18.1
19/09/2017,ESC,5000,Spot,18.25
3/10/2017,ESC,6100,Spot,21.5
3/10/2017,ESC,5000,Spot,22
3/10/2017,ESC,5000,Spot,22.3
3/10/2017,ESC,5000,Spot,22.4
3/10/2017,ESC,6715,Spot,22.45
4/10/2017,ESC,5000,Spot,21.85
4/10/2017,ESC,5000,Spot,21.5
5/10/2017,ESC,5000,Spot,20.5
9/10/2017,ESC,20000,Spot,20.5
10/10/2017,ESC,8000,Spot,20.6
10/10/2017,ESC,25000,Spot,20.5
11/10/2017,ESC,5000,Spot,20.3
11/10/2017,ESC,10000,Spot,20.15
11/10/2017,ESC,5000,Spot,20.15
11/10/2017,ESC,5000,Spot,20
17/10/2017,ESC,5000,Spot,20.25
18/10/2017,ESC,5000,Spot,21
20/10/2017,ESC,5000,Spot,22.2
20/10/2017,ESC,5000,Spot,21.9
20/10/2017,ESC,5000,Spot,21.75
25/10/2017,ESC,5000,Spot,21.65
25/10/2017,ESC,5000,Spot,21.5
31/10/2017,ESC,5000,Spot,21.2
31/10/2017,ESC,5000,Spot,21.2
31/10/2017,ESC,5000,Spot,21.2
31/10/2017,ESC,5000,Spot,21.2
8/11/2017,ESC,10000,Spot,21.75
9/11/2017,ESC,5000,Spot,22.15
10/11/2017,ESC,5000,Spot,22.15
14/11/2017,ESC,5000,Spot,22.4
21/11/2017,ESC,5000,Spot,22
21/11/2017,ESC,5000,Spot,22
21/11/2017,ESC,10000,Spot,21.85
22/11/2017,ESC,5000,Spot,21.6
22/11/2017,ESC,6000,Spot,21.75
4/12/2017,ESC,5000,Spot,22.15
6/12/2017,ESC,5000,Spot,21.6
6/12/2017,ESC,5000,Spot,21.6
6/12/2017,ESC,5000,Spot,21.6
8/12/2017,ESC,10000,Spot,21.55
12/12/2017,ESC,5000,Spot,21.55
12/12/2017,ESC,5000,Spot,21.55
13/12/2017,ESC,5000,Spot,21.8
18/12/2017,ESC,5000,Spot,21.75
18/12/2017,ESC,5000,Spot,21.75
18/12/2017,ESC,5000,Spot,21.75
19/12/2017,ESC,5000,Spot,21.75
29/12/2017,ESC,10000,Spot,21.6
8/01/2018,ESC,5000,Spot,21.8
9/01/2018,ESC,5500,Spot,21.8
9/01/2018,ESC,10000,Spot,21.8
9/01/2018,ESC,6000,Spot,21.9
9/01/2018,ESC,5000,Spot,22
10/01/2018,ESC,5000,Spot,22.1
11/01/2018,ESC,7500,Spot,22
16/01/2018,ESC,5000,Spot,22.5
16/01/2018,ESC,7156,Spot,22.5
16/01/2018,ESC,29000,Spot,22.5
17/01/2018,ESC,5000,Spot,22.9
17/01/2018,ESC,5000,Spot,23
23/01/2018,ESC,5000,Spot,23.1
24/01/2018,ESC,8500,Spot,23.2
25/01/2018,ESC,5000,Spot,23.85
25/01/2018,ESC,5000,Spot,23.95
29/01/2018,ESC,5000,Spot,24.1
31/01/2018,ESC,5000,Spot,24.35
1/02/2018,ESC,6000,Spot,24.3
5/02/2018,ESC,5950,Spot,24.45
6/02/2018,ESC,5000,Spot,24.55
7/02/2018,ESC,5000,Spot,24.6
7/02/2018,ESC,5000,Spot,24.6
8/02/2018,ESC,5000,Spot,24.75
9/02/2018,ESC,7500,Spot,24.8
13/02/2018,ESC,20000,Spot,24.8
15/02/2018,ESC,10000,Spot,24.7
15/02/2018,ESC,11000,Spot,24.75
16/02/2018,ESC,9268,Spot,24.75
16/02/2018,ESC,5000,Spot,24.7
16/02/2018,ESC,5000,Spot,24.7
19/02/2018,ESC,10000,Spot,24.75
19/02/2018,ESC,5000,Spot,24.65
21/02/2018,ESC,5000,Spot,24.35
21/02/2018,ESC,12000,Spot,24.3
22/02/2018,ESC,5000,Spot,24.15
5/03/2018,ESC,5000,Spot,23.8
6/03/2018,ESC,5000,Spot,23.6
6/03/2018,ESC,5000,Spot,23.5
6/03/2018,ESC,5000,Spot,23.5
6/03/2018,ESC,10000,Spot,23.6
6/03/2018,ESC,5000,Spot,23.6
7/03/2018,ESC,10000,Spot,23.75
7/03/2018,ESC,5000,Spot,23.75
8/03/2018,ESC,10000,Spot,23.85
9/03/2018,ESC,5000,Spot,24.1
9/03/2018,ESC,5000,Spot,24
9/03/2018,ESC,5000,Spot,24.15
13/03/2018,ESC,5000,Spot,24.15
13/03/2018,ESC,7000,Spot,24.35
14/03/2018,ESC,7000,Spot,24.4
14/03/2018,ESC,5000,Spot,24.25
14/03/2018,ESC,5000,Spot,24.25
15/03/2018,ESC,5000,Spot,24
15/03/2018,ESC,5000,Spot,24
19/03/2018,ESC,5000,Spot,24.1
20/03/2018,ESC,6800,Spot,24.05
20/03/2018,ESC,5000,Spot,24
21/03/2018,ESC,5000,Spot,23.9
21/03/2018,ESC,5000,Spot,23.9
21/03/2018,ESC,5000,Spot,23.9
21/03/2018,ESC,5000,Spot,23.9
22/03/2018,ESC,6550,Spot,23.85
22/03/2018,ESC,5000,Spot,23.85
23/03/2018,ESC,10000,Spot,23.85
3/04/2018,ESC,5000,Spot,23.6
3/04/2018,ESC,10000,Spot,23.5
4/04/2018,ESC,5000,Spot,23.45
5/04/2018,ESC,12000,Spot,23.5
10/04/2018,ESC,10000,Spot,23.5
10/04/2018,ESC,15000,Spot,23.5
16/04/2018,ESC,5000,Spot,24.3
16/04/2018,ESC,5000,Spot,24.5
16/04/2018,ESC,10000,Spot,24.1
16/04/2018,ESC,10000,Spot,24.35
16/04/2018,ESC,10000,Spot,24.3
17/04/2018,ESC,10000,Spot,24.05
17/04/2018,ESC,10000,Spot,23.9
17/04/2018,ESC,5000,Spot,23.6
18/04/2018,ESC,5000,Spot,23.6
18/04/2018,ESC,10000,Spot,23.6
18/04/2018,ESC,10000,Spot,23.2
18/04/2018,ESC,10000,Spot,23.4
18/04/2018,ESC Strip,5000,Spot,23
18/04/2018,ESC,5000,Spot,23
23/04/2018,ESC,5000,Spot,23.15
24/04/2018,ESC,5000,Spot,23.2
24/04/2018,ESC,8741,Spot,23.35
24/04/2018,ESC,5000,Spot,23.45
24/04/2018,ESC,5000,Spot,23.2
30/04/2018,ESC,5000,Spot,23.2
1/05/2018,ESC,10000,Spot,22.95
1/05/2018,ESC,5000,Spot,22.85
2/05/2018,ESC,6000,Spot,22.5
3/05/2018,ESC,5000,Spot,22.65
3/05/2018,ESC,5000,Spot,22.5
3/05/2018,ESC,5000,Spot,22.5
8/05/2018,ESC,7000,Spot,22.8
10/05/2018,ESC,10000,Spot,23
14/05/2018,ESC,10000,Spot,23.45
15/05/2018,ESC,5000,Spot,23.6
15/05/2018,ESC,5000,Spot,23.6
15/05/2018,ESC,10000,Spot,23.5
18/05/2018,ESC,10000,Spot,24
21/05/2018,ESC,5000,Spot,24
21/05/2018,ESC,7000,Spot,24.1
21/05/2018,ESC,5000,Spot,24
21/05/2018,ESC,5000,Spot,24.1
21/05/2018,ESC,5000,Spot,24
25/05/2018,ESC,5000,Spot,23.9
25/05/2018,ESC,5000,Spot,24
28/05/2018,ESC,5000,Spot,24.25
29/05/2018,ESC,15000,Spot,24.25
30/05/2018,ESC,5000,Spot,24.2
31/05/2018,ESC,5000,Spot,24.2
6/06/2018,ESC,5000,Spot,23.85
8/06/2018,ESC,5000,Spot,23.9
12/06/2018,ESC,10000,Spot,23.6
13/06/2018,ESC,5000,Spot,22.8
14/06/2018,ESC,27000,Spot,22.9
18/06/2018,ESC,5000,Spot,23
19/06/2018,ESC,5000,Spot,23
19/06/2018,ESC,5000,Spot,23.1
21/06/2018,ESC,5000,Spot,23.1
21/06/2018,ESC,5000,Spot,23.1
21/06/2018,ESC,5000,Spot,23.1
23/06/2018,ESC,5000,Spot,23.1
23/06/2018,ESC,5000,Spot,23
23/06/2018,ESC,10000,Spot,23
23/06/2018,ESC,10000,Spot,23
23/06/2018,ESC,10000,Spot,23
23/06/2018,ESC,5000,Spot,23
27/06/2018,ESC,18000,Spot,23
28/06/2018,ESC,5000,Spot,23.1
2/07/2018,ESC,5000,Spot,22.7
2/07/2018,ESC,5000,Spot,22.5
2/07/2018,ESC,20000,Spot,22.25
2/07/2018,ESC,5000,Spot,22.25
3/07/2018,ESC,5000,Spot,22.6
3/07/2018,ESC,5000,Spot,22.8
3/07/2018,ESC,5000,Spot,22.8
3/07/2018,ESC,15113,Spot,23
3/07/2018,ESC,5000,Spot,23.1
3/07/2018,ESC,15000,Spot,23.1
3/07/2018,ESC,10000,Spot,23.1
4/07/2018,ESC,5000,Spot,23.2
4/07/2018,ESC,10000,Spot,23.1
5/07/2018,ESC,6000,Spot,23.1
6/07/2018,ESC,5000,Spot,23.25
6/07/2018,ESC,5000,Spot,23.4
6/07/2018,ESC,5000,Spot,23.4
9/07/2018,ESC,5000,Spot,23.5
11/07/2018,ESC,5000,Spot,24
11/07/2018,ESC,10000,Spot,24
11/07/2018,ESC,5000,Spot,24.3
11/07/2018,ESC,5000,Spot,24.4
11/07/2018,ESC,5000,Spot,24.5
11/07/2018,ESC,5000,Spot,24.5
11/07/2018,ESC,15000,Spot,24.7
12/07/2018,ESC,5000,Spot,24.9
12/07/2018,ESC,5000,Spot,24.9
13/07/2018,ESC,50000,Spot,24.6
16/07/2018,ESC,11771,Spot,24.5
18/07/2018,ESC,10000,Spot,24.5
18/07/2018,ESC,8000,Spot,24.5
19/07/2018,ESC,5000,Spot,24.6
19/07/2018,ESC,6628,Spot,24.5
19/07/2018,ESC,5000,Spot,24.75
19/07/2018,ESC,5000,Spot,25
20/07/2018,ESC,5000,Spot,24.9
25/07/2018,ESC,10000,Spot,25
2/08/2018,ESC,5000,Spot,24.6
2/08/2018,ESC,5400,Spot,24.5
6/08/2018,ESC,5000,Spot,24.5
7/08/2018,ESC,5000,Spot,24.2
7/08/2018,ESC,10000,Spot,24.1
7/08/2018,ESC,5000,Spot,24
7/08/2018,ESC,5000,Spot,24.2
9/08/2018,ESC,10000,Spot,24.2
14/08/2018,ESC,5000,Spot,24.2
16/08/2018,ESC,5000,Spot,24.05
20/08/2018,ESC,5000,Spot,23.5
20/08/2018,ESC,5000,Spot,23
20/08/2018,ESC,5000,Spot,23
21/08/2018,ESC,5000,Spot,22.75
21/08/2018,ESC,5000,Spot,22.75
21/08/2018,ESC,5000,Spot,34.6
23/08/2018,ESC,5000,Spot,22.7
23/08/2018,ESC,5000,Spot,22.75
27/08/2018,ESC,5000,Spot,22.3
27/08/2018,ESC,5000,Spot,22.3
27/08/2018,ESC,10000,Spot,22.3
27/08/2018,ESC,5000,Spot,22.3
28/08/2018,ESC,5000,Spot,22.5
29/08/2018,ESC,5000,Spot,23
29/08/2018,ESC,5000,Spot,23.1
31/08/2018,ESC,5000,Spot,23
3/09/2018,ESC,7500,Spot,23.35
4/09/2018,ESC,5000,Spot,23.45
5/09/2018,ESC,5000,Spot,23.45
10/09/2018,ESC,10000,Spot,23.7
10/09/2018,ESC,5000,Spot,23.3
10/09/2018,ESC,5000,Spot,23.25
11/09/2018,ESC,5000,Spot,23.3
13/09/2018,ESC,5000,Spot,23.4
14/09/2018,ESC,5000,Spot,23.4
14/09/2018,ESC,5000,Spot,23.5
14/09/2018,ESC,7844,Spot,23.3
14/09/2018,ESC,5000,Spot,23.3
18/09/2018,ESC,5000,Spot,23.5
18/09/2018,ESC,10079,Spot,23.4
18/09/2018,ESC,15000,Spot,23
18/09/2018,ESC,5000,Spot,22.9
19/09/2018,ESC,5000,Spot,23.1
20/09/2018,ESC,5000,Spot,23.3
25/09/2018,ESC,5000,Spot,22.65
25/09/2018,ESC,6000,Spot,22.55
27/09/2018,ESC,5000,Spot,22.7
1/10/2018,ESC,5000,Spot,22.45
2/10/2018,ESC,5000,Spot,22.4
4/10/2018,ESC,10000,Spot,22.5
4/10/2018,ESC,10000,Spot,22.65
5/10/2018,ESC,15000,Spot,22.5
9/10/2018,ESC,5000,Spot,22
9/10/2018,ESC,5400,Spot,21.95
10/10/2018,ESC,5000,Spot,22.15
10/10/2018,ESC,5000,Spot,22.25
11/10/2018,ESC,5000,Spot,22
12/10/2018,ESC,5000,Spot,21.85
12/10/2018,ESC,10000,Spot,21.85
15/10/2018,ESC,8500,Spot,22
17/10/2018,ESC,10000,Spot,21.5
17/10/2018,ESC,10000,Spot,21.25
17/10/2018,ESC,10000,Spot,20.6
17/10/2018,ESC,10000,Spot,20.4
17/10/2018,ESC,10000,Spot,20.25
22/10/2018,ESC,10000,Spot,20.1
24/10/2018,ESC,10000,Spot,19.5
24/10/2018,ESC,5000,Spot,19.4
24/10/2018,ESC,14680,Spot,19.4
24/10/2018,ESC,10000,Spot,19.4
25/10/2018,ESC,10000,Spot,19.4
25/10/2018,ESC,5000,Spot,19.4
25/10/2018,ESC,10000,Spot,19.25
26/10/2018,ESC,5000,Spot,19.2
29/10/2018,ESC,5000,Spot,19.1
1/11/2018,ESC,5000,Spot,18.5
1/11/2018,ESC,5000,Spot,18.25
1/11/2018,ESC,6000,Spot,18.75
1/11/2018,ESC,5000,Spot,19
1/11/2018,ESC,10000,Spot,19.1
8/11/2018,ESC,5000,Spot,19.5
8/11/2018,ESC,5000,Spot,19.5
13/11/2018,ESC,5000,Spot,20
13/11/2018,ESC,5000,Spot,20.5
13/11/2018,ESC,5000,Spot,20.75
13/11/2018,ESC,5000,Spot,20.95
13/11/2018,ESC,5000,Spot,21
13/11/2018,ESC,5000,Spot,21.2
13/11/2018,ESC,10000,Spot,21.2
13/11/2018,ESC,5000,Spot,21
13/11/2018,ESC,5000,Spot,20.75
13/11/2018,ESC,5000,Spot,20.5
15/11/2018,ESC,9000,Spot,20.25
20/11/2018,ESC,6000,Spot,19.75
20/11/2018,ESC,10000,Spot,19.45
20/11/2018,ESC,10000,Spot,19.45
20/11/2018,ESC,5000,Spot,19.3
20/11/2018,ESC,10000,Spot,19.4
20/11/2018,ESC,7626,Spot,19.4
21/11/2018,ESC,5000,Spot,19.55
23/11/2018,ESC,10000,Spot,19.7
26/11/2018,ESC,10000,Spot,19.85
28/11/2018,ESC,5000,Spot,19.9
4/12/2018,ESC,10000,Spot,19.85
4/12/2018,ESC,5000,Spot,19.75
5/12/2018,ESC,5000,Spot,19.9
5/12/2018,ESC,7261,Spot,19.65
5/12/2018,ESC,10000,Spot,19.65
5/12/2018,ESC,10000,Spot,19.6
6/12/2018,ESC,10000,Spot,19.5
10/12/2018,ESC,10000,Spot,19.25
10/12/2018,ESC,10000,Spot,19.3
12/12/2018,ESC,10000,Spot,19.25
13/12/2018,ESC,10000,Spot,19.4
13/12/2018,ESC,6000,Spot,19.5
13/12/2018,ESC,10000,Spot,19.5
13/12/2018,ESC,5000,Spot,19.5
14/12/2018,ESC,5000,Spot,19.4
17/12/2018,ESC,10000,Spot,19.5
17/12/2018,ESC,5000,Spot,19.5
19/12/2018,ESC,12500,Spot,19.5
19/12/2018,ESC,8858,Spot,19.5
20/12/2018,ESC,5000,Spot,19.5
20/12/2018,ESC,5000,Spot,19.5
28/12/2018,ESC,5000,Spot,20
8/01/2019,ESC,5000,Spot,19.5
8/01/2019,ESC,5000,Spot,19.25
8/01/2019,ESC,5000,Spot,19.25
9/01/2019,ESC,10000,Spot,19.25
9/01/2019,ESC,5000,Spot,19.25
10/01/2019,ESC,10000,Spot,19.25
10/01/2019,ESC,10000,Spot,19.25
14/01/2019,ESC,5000,Spot,19.4
15/01/2019,ESC,10000,Spot,19.4
15/01/2019,ESC,5500,Spot,19.5
16/01/2019,ESC,5000,Spot,19.2
16/01/2019,ESC,10000,Spot,19
16/01/2019,ESC,10000,Spot,19
17/01/2019,ESC,5000,Spot,18.9
18/01/2019,ESC,10000,Spot,19
21/01/2019,ESC,5000,Spot,18.8
23/01/2019,ESC,5000,Spot,18.85
23/01/2019,ESC,5000,Spot,18.6
24/01/2019,ESC,10000,Spot,18.6
25/01/2019,ESC,5000,Spot,18.3
25/01/2019,ESC,5000,Spot,18.2
30/01/2019,ESC,5000,Spot,17.9
31/01/2019,ESC,5000,Spot,17.9
4/02/2019,ESC,5000,Spot,17.75
5/02/2019,ESC,7000,Spot,18.35
11/02/2019,ESC,5000,Spot,18.45
11/02/2019,ESC,5000,Spot,18.25
11/02/2019,ESC,10000,Spot,18.1
11/02/2019,ESC,10000,Spot,18
12/02/2019,ESC,5000,Spot,18.4
12/02/2019,ESC,5000,Spot,18.4
12/02/2019,ESC,5000,Spot,18.5
12/02/2019,ESC,5000,Spot,18.6
12/02/2019,ESC,9000,Spot,18.8
12/02/2019,ESC,5000,Spot,18.8
12/02/2019,ESC,5000,Spot,19
12/02/2019,ESC,5000,Spot,19.1
12/02/2019,ESC,10000,Spot,19
13/02/2019,ESC,5000,Spot,18.9
13/02/2019,ESC,5000,Spot,18.75
13/02/2019,ESC,5000,Spot,18.75
13/02/2019,ESC,5000,Spot,18.75
14/02/2019,ESC,9000,Spot,19
15/02/2019,ESC,10000,Spot,19.75
21/02/2019,ESC,5000,Spot,20.35
22/02/2019,ESC,5000,Spot,20.4
22/02/2019,ESC,5000,Spot,20.6
26/02/2019,ESC,5000,Spot,19.85
28/02/2019,ESC,10000,Spot,20.05
28/02/2019,ESC,5000,Spot,20.2
7/03/2019,ESC,5000,Spot,20.3
7/03/2019,ESC,5000,Spot,20.4
7/03/2019,ESC,10000,Spot,20.4
12/03/2019,ESC,5000,Spot,20.8
12/03/2019,ESC Strip,5000,Spot,21
12/03/2019,ESC,10000,Spot,21.25
20/03/2019,ESC,10000,Spot,21
21/03/2019,ESC,10000,Spot,20.9
21/03/2019,ESC,13000,Spot,20.85
1/04/2019,ESC,10000,Spot,21
2/04/2019,ESC,10003,Spot,20.9
3/04/2019,ESC,11000,Spot,20.5
3/04/2019,ESC,5000,Spot,20.4
3/04/2019,ESC,5000,Spot,20.4
5/04/2019,ESC,8000,Spot,20.3
5/04/2019,ESC,5000,Spot,20.1
8/04/2019,ESC,5000,Spot,20.1
8/04/2019,ESC,5000,Spot,20.1
9/04/2019,ESC,10000,Spot,20.1
11/04/2019,ESC,10000,Spot,20.75
11/04/2019,ESC,10000,Spot,20.9
11/04/2019,ESC,10000,Spot,20.8
12/04/2019,ESC,5000,Spot,20.8
12/04/2019,ESC,5000,Spot,20.8
16/04/2019,ESC,5000,Spot,21.15
17/04/2019,ESC,9000,Spot,20.8
29/04/2019,ESC,5000,Spot,21
29/04/2019,ESC,5000,Spot,20.8
29/04/2019,ESC,5000,Spot,20.8
29/04/2019,ESC,5700,Spot,20.6
29/04/2019,ESC,5000,Spot,20.8
29/04/2019,ESC,6000,Spot,20.8
29/04/2019,ESC,5000,Spot,20.6
29/04/2019,ESC,5000,Spot,20.8
30/04/2019,ESC,5000,Spot,20.9
30/04/2019,ESC,5000,Spot,20.9
30/04/2019,ESC,5000,Spot,20.9
30/04/2019,ESC,5000,Spot,21
30/04/2019,ESC,5000,Spot,21
1/05/2019,ESC,10000,Spot,20.9
2/05/2019,ESC,10000,Spot,20.7
2/05/2019,ESC,5000,Spot,20.65
2/05/2019,ESC,5000,Spot,20.6
2/05/2019,ESC,5000,Spot,20.4
6/05/2019,ESC,5000,Spot,20.4
7/05/2019,ESC,5000,Spot,20.9
7/05/2019,ESC,5000,Spot,21
7/05/2019,ESC,20000,Spot,20.9
7/05/2019,ESC,5000,Spot,21
13/05/2019,ESC,9700,Spot,21.1
16/05/2019,ESC,5000,Spot,20.75
16/05/2019,ESC,5000,Spot,20.6
16/05/2019,ESC,15000,Spot,20.6
16/05/2019,ESC,10000,Spot,20.5
17/05/2019,ESC,5000,Spot,20.3
20/05/2019,ESC,5000,Spot,20.2
23/05/2019,ESC,5000,Spot,20.45
23/05/2019,ESC,5000,Spot,20.4
28/05/2019,ESC,5000,Spot,20.7
29/05/2019,ESC,5000,Spot,20.8
3/06/2019,ESC,10000,Spot,20.75
3/06/2019,ESC,10000,Spot,21
4/06/2019,ESC,15000,Spot,20.8
6/06/2019,ESC,10000,Spot,21
11/06/2019,ESC,10000,Spot,21.5
11/06/2019,ESC,5000,Spot,21.5
11/06/2019,ESC,5000,Spot,21.7
11/06/2019,ESC,5000,Spot,21.5
14/06/2019,ESC,10000,Spot,21.4
14/06/2019,ESC,5000,Spot,21.4
17/06/2019,ESC,5000,Spot,21.2
17/06/2019,ESC,5000,Spot,21.2
18/06/2019,ESC,5000,Spot,20.9
18/06/2019,ESC,5000,Spot,20.9
18/06/2019,ESC,5000,Spot,20.9
18/06/2019,ESC,5000,Spot,20.85
18/06/2019,ESC,10000,Spot,20.85
18/06/2019,ESC,5000,Spot,20.85
19/06/2019,ESC,5000,Spot,20.85
19/06/2019,ESC,9000,Spot,20.95
24/06/2019,ESC,5000,Spot,20.65
26/06/2019,ESC,5000,Spot,20.5
26/06/2019,ESC,17646,Spot,20.65
26/06/2019,ESC,5000,Spot,20.7
26/06/2019,ESC,5000,Spot,20.75
27/06/2019,ESC,10000,Spot,20.75
1/07/2019,ESC,10000,Spot,20.4
1/07/2019,ESC,5000,Spot,20.2
1/07/2019,ESC,5000,Spot,20.2
1/07/2019,ESC,5000,Spot,20.1
2/07/2019,ESC,5000,Spot,20.1
2/07/2019,ESC,4975,Spot,20.1
4/07/2019,ESC,5000,Spot,19.85
4/07/2019,ESC,12000,Spot,20
4/07/2019,ESC,8400,Spot,20
5/07/2019,ESC,5000,Spot,20.25
5/07/2019,ESC,5000,Spot,20.5
5/07/2019,ESC,5000,Spot,20.75
5/07/2019,ESC,5000,Spot,20.75
5/07/2019,ESC,20000,Spot,20.9
9/07/2019,ESC,5000,Spot,20.35
9/07/2019,ESC,5000,Spot,20.35
10/07/2019,ESC,10000,Spot,20.35
11/07/2019,ESC,5000,Spot,20.35
17/07/2019,ESC,10000,Spot,20.55
22/07/2019,ESC,5000,Spot,20.7
22/07/2019,ESC,5000,Spot,20.6
24/07/2019,ESC,10000,Spot,20.65
24/07/2019,ESC,5000,Spot,20.65
24/07/2019,ESC,5000,Spot,20.6
30/07/2019,ESC,5000,Spot,20.5
31/07/2019,ESC,10000,Spot,20.5
6/08/2019,ESC,5000,Spot,20.6
7/08/2019,ESC,8000,Spot,20.6
12/08/2019,ESC,6000,Spot,20.6
13/08/2019,ESC,5000,Spot,20.6
16/08/2019,ESC,5000,Spot,20.8
20/08/2019,ESC,5000,Spot,20.8
21/08/2019,ESC,5000,Spot,21
26/08/2019,ESC,5000,Spot,21
30/08/2019,ESC,10000,Spot,22
2/09/2019,ESC,15000,Spot,22
2/09/2019,ESC,15000,Spot,22
3/09/2019,ESC,5000,Spot,22.3
4/09/2019,ESC,5000,Spot,22.35
4/09/2019,ESC,5000,Spot,22.9
4/09/2019,ESC,5000,Spot,22.4
12/09/2019,ESC,5000,Spot,22
12/09/2019,ESC,5000,Spot,22.4
12/09/2019,ESC,10000,Spot,22.1
12/09/2019,ESC,5000,Spot,22
16/09/2019,ESC,5000,Spot,22
18/09/2019,ESC,5000,Spot,22.1
19/09/2019,ESC,5000,Spot,22
19/09/2019,ESC,10000,Spot,22
19/09/2019,ESC,20000,Spot,22
19/09/2019,ESC,7458,Spot,22
20/09/2019,ESC,5000,Spot,22
20/09/2019,ESC,5000,Spot,22
23/09/2019,ESC,5000,Spot,22.1
24/09/2019,ESC,10000,Spot,22.1
24/09/2019,ESC,10000,Spot,22.15
25/09/2019,ESC,10000,Spot,22.15
25/09/2019,ESC,5000,Spot,22.2
1/10/2019,ESC,10000,Spot,22
1/10/2019,ESC,5000,Spot,22
1/10/2019,ESC,5000,Spot,22.1
2/10/2019,ESC,10000,Spot,22
2/10/2019,ESC,5000,Spot,22
2/10/2019,ESC,5000,Spot,22
2/10/2019,ESC,10000,Spot,22
3/10/2019,ESC,5000,Spot,21.9
