Date,Type,Volume,Term,Price
4/10/2019,ESC,10000,Spot,21.8
9/10/2019,ESC,5000,Spot,21.9
10/10/2019,ESC,5000,Spot,22
10/10/2019,ESC,5000,Spot,22.1
10/10/2019,ESC,10000,Spot,22.1
10/10/2019,ESC,10000,Spot,22.1
10/10/2019,ESC,8400,Spot,22.1
10/10/2019,ESC,5000,Spot,22
11/10/2019,ESC,5000,Spot,22.1
15/10/2019,ESC,10000,Spot,21.9
15/10/2019,ESC,5000,Spot,21.8
16/10/2019,ESC,5000,Spot,22
17/10/2019,ESC,10000,Spot,22
21/10/2019,ESC,5000,Spot,22.1
21/10/2019,ESC,10000,Spot,22
22/10/2019,ESC,10000,Spot,22
22/10/2019,ESC,5000,Spot,22
22/10/2019,ESC,10000,Spot,22
24/10/2019,ESC,10000,Spot,22.1
1/11/2019,ESC,5000,Spot,22.5
4/11/2019,ESC,5000,Spot,22.5
6/11/2019,ESC,5000,Spot,22.5
7/11/2019,ESC,5000,Spot,22.6
7/11/2019,ESC,5000,Spot,22.6
7/11/2019,ESC,5000,Spot,22.6
7/11/2019,ESC,5000,Spot,22.5
12/11/2019,ESC,6000,Spot,22.6
19/11/2019,ESC,5000,Spot,22.75
19/11/2019,ESC,5000,Spot,22.75
20/11/2019,ESC,5000,Spot,23
21/11/2019,ESC,5000,Spot,23.2
22/11/2019,ESC,5000,Spot,23.4
22/11/2019,ESC,5000,Spot,23.8
22/11/2019,ESC,5000,Spot,24
26/11/2019,ESC,5000,Spot,24.75
28/11/2019,ESC,5000,Spot,24.25
29/11/2019,ESC,5000,Spot,24.15
3/12/2019,ESC,5000,Spot,24.3
4/12/2019,ESC,5000,Spot,24.3
5/12/2019,ESC,10000,Spot,24.5
6/12/2019,ESC,10000,Spot,24.3
9/12/2019,ESC,10000,Spot,24.25
9/12/2019,ESC,5000,Spot,24.25
10/12/2019,ESC,12000,Spot,24.1
10/12/2019,ESC,5000,Spot,24.1
10/12/2019,ESC,5000,Spot,24.1
10/12/2019,ESC,5000,Spot,24.1
10/12/2019,ESC,5000,Spot,24.1
10/12/2019,ESC,10000,Spot,24.1
10/12/2019,ESC,5000,Spot,24.05
11/12/2019,ESC,5000,Spot,24.1
11/12/2019,ESC,5000,Spot,24.1
11/12/2019,ESC,5000,Spot,24.05
13/12/2019,ESC,7000,Spot,24.05
16/12/2019,ESC,5000,Spot,24
16/12/2019,ESC,5000,Spot,23.9
16/12/2019,ESC,10000,Spot,23.8
17/12/2019,ESC,8800,Spot,23.7
17/12/2019,ESC,5000,Spot,23.7
17/12/2019,ESC,5000,Spot,23.7
17/12/2019,ESC,6500,Spot,23.7
17/12/2019,ESC,5000,Spot,23.7
20/12/2019,ESC,5000,Spot,23.5
20/12/2019,ESC,15000,Spot,23.5
30/12/2019,ESC,6000,Spot,23.25
6/01/2020,ESC,5000,Spot,23.5
6/01/2020,ESC,5000,Spot,23.2
6/01/2020,ESC,5000,Spot,23.2
6/01/2020,ESC,10000,Spot,23.2
7/01/2020,ESC,5000,Spot,23.1
7/01/2020,ESC,5000,Spot,23.3
9/01/2020,ESC,20000,Spot,23.3
10/01/2020,ESC,5000,Spot,23.3
13/01/2020,ESC,9000,Spot,23.4
13/01/2020,ESC,10000,Spot,23.5
13/01/2020,ESC,5000,Spot,23.5
13/01/2020,ESC,15000,Spot,23.5
13/01/2020,ESC,5000,Spot,23.5
21/01/2020,ESC,10000,Spot,24.7
22/01/2020,ESC,5000,Spot,25.25
22/01/2020,ESC,5000,Spot,25.4
29/01/2020,ESC,5000,Spot,26.5
29/01/2020,ESC,5000,Spot,26.8
30/01/2020,ESC,5000,Spot,26
30/01/2020,ESC,5000,Spot,25
30/01/2020,ESC,5000,Spot,25
30/01/2020,ESC,5000,Spot,25
30/01/2020,ESC,10000,Spot,25
30/01/2020,ESC,6500,Spot,25
4/02/2020,ESC,5000,Spot,25.2
4/02/2020,ESC,5000,Spot,25.4
4/02/2020,ESC,5000,Spot,25.75
4/02/2020,ESC,5000,Spot,26
6/02/2020,ESC,5000,Spot,26.2
6/02/2020,ESC,5000,Spot,26.2
7/02/2020,ESC,10000,Spot,26
11/02/2020,ESC,5000,Spot,25.5
11/02/2020,ESC,5000,Spot,25.5
11/02/2020,ESC,5000,Spot,25.7
13/02/2020,ESC,5000,Spot,25.7
13/02/2020,ESC,5000,Spot,25.75
13/02/2020,ESC,5000,Spot,26
14/02/2020,ESC,5000,Spot,26.1
17/02/2020,ESC,5000,Spot,26
17/02/2020,ESC,26000,Spot,26
17/02/2020,ESC,5000,Spot,26
20/02/2020,ESC,10000,Spot,26
21/02/2020,ESC,6780,Spot,26
24/02/2020,ESC,5000,Spot,26.2
24/02/2020,ESC,10000,Spot,26.2
24/02/2020,ESC,10000,Spot,26.2
26/02/2020,ESC,10000,Spot,26.25
26/02/2020,ESC,10000,Spot,26.25
27/02/2020,ESC,6200,Spot,26.1
27/02/2020,ESC,10000,Spot,26.1
27/02/2020,ESC,7300,Spot,26.1
28/02/2020,ESC,5000,Spot,25.8
28/02/2020,ESC,5000,Spot,25.5
28/02/2020,ESC,5000,Spot,26
3/03/2020,ESC,5000,Spot,25.9
3/03/2020,ESC,10000,Spot,25.7
4/03/2020,ESC,5000,Spot,25.7
4/03/2020,ESC,10000,Spot,25.7
6/03/2020,ESC,10000,Spot,25.7
10/03/2020,ESC,5000,Spot,25.7
12/03/2020,ESC,10000,Spot,26
12/03/2020,ESC,5000,Spot,26
12/03/2020,ESC,5000,Spot,26
17/03/2020,ESC,10000,Spot,26.75
17/03/2020,ESC,5000,Spot,26.75
17/03/2020,ESC,30000,Spot,27
18/03/2020,ESC,10000,Spot,27
18/03/2020,ESC,10000,Spot,27.25
18/03/2020,ESC,5000,Spot,27.5
18/03/2020,ESC,10000,Spot,27.5
19/03/2020,ESC,5000,Spot,27.8
20/03/2020,ESC,5000,Spot,27.75
20/03/2020,ESC,5000,Spot,27.8
23/03/2020,ESC,5000,Spot,28.5
23/03/2020,ESC,5000,Spot,28.25
23/03/2020,ESC,6900,Spot,28.35
23/03/2020,ESC,10000,Spot,28.5
24/03/2020,ESC,30000,Spot,28.8
24/03/2020,ESC,5000,Spot,28.8
24/03/2020,ESC,5000,Spot,29
24/03/2020,ESC,10000,Spot,29
25/03/2020,ESC,13500,Spot,29
25/03/2020,ESC,10000,Spot,28.8
25/03/2020,ESC,5000,Spot,28.75
26/03/2020,ESC strip,5000,Spot,28.35
26/03/2020,ESC,10000,Spot,28.5
26/03/2020,ESC,20000,Spot,28.4
31/03/2020,ESC,10000,Spot,28.3
31/03/2020,ESC,5000,Spot,28.3
6/04/2020,ESC,10000,Spot,27.5
7/04/2020,ESC,5000,Spot,27.5
7/04/2020,ESC,5000,Spot,27.5
7/04/2020,ESC,5000,Spot,27.5
7/04/2020,ESC,5000,Spot,27.5
8/04/2020,ESC,5000,Spot,27.5
8/04/2020,ESC,10000,Spot,27.75
14/04/2020,ESC,5000,Spot,28.5
15/04/2020,ESC,5000,Spot,28.85
15/04/2020,ESC,5000,Spot,29.25
17/04/2020,ESC,5000,Spot,29.3
20/04/2020,ESC,10000,Spot,29.5
20/04/2020,ESC,5000,Spot,29.5
20/04/2020,ESC,10000,Spot,29.75
20/04/2020,ESC,10000,Spot,30.2
27/04/2020,ESC,5000,Spot,28.2
28/04/2020,ESC,5000,Spot,28.2
28/04/2020,ESC,5000,Spot,27.75
28/04/2020,ESC,10000,Spot,27.7
28/04/2020,ESC,5000,Spot,27.7
29/04/2020,ESC,20000,Spot,27.85
30/04/2020,ESC,5000,Spot,28.25
30/04/2020,ESC,5000,Spot,28.25
30/04/2020,ESC,10000,Spot,28.5
30/04/2020,ESC,10000,Spot,28.75
30/04/2020,ESC,5000,Spot,28.8
30/04/2020,ESC,10000,Spot,28.75
30/04/2020,ESC,5000,Spot,28.9
5/05/2020,ESC,10000,Spot,28
5/05/2020,ESC,5000,Spot,27.5
5/05/2020,ESC,5000,Spot,27.5
6/05/2020,ESC,5000,Spot,27.25
11/05/2020,ESC,5000,Spot,27.15
12/05/2020,ESC,20000,Spot,27.15
12/05/2020,ESC,25000,Spot,27.15
12/05/2020,ESC,5000,Spot,27.15
12/05/2020,ESC,10000,Spot,27.15
12/05/2020,ESC,5000,Spot,27.15
14/05/2020,ESC,10000,Spot,27.15
14/05/2020,ESC,15000,Spot,27.15
14/05/2020,ESC,10000,Spot,27.1
18/05/2020,ESC,8600,Spot,27.05
20/05/2020,ESC,10000,Spot,26.85
20/05/2020,ESC,15000,Spot,26.85
20/05/2020,ESC,5000,Spot,26.85
20/05/2020,ESC,15000,Spot,26.65
22/05/2020,ESC,5000,Spot,26.5
26/05/2020,ESC,7000,Spot,26.6
27/05/2020,ESC,10579,Spot,25.8
29/05/2020,ESC,50000,Spot,26
29/05/2020,ESC,5000,Spot,25.95
1/06/2020,ESC,23729,Spot,25.6
1/06/2020,ESC,10000,Spot,25.1
1/06/2020,ESC,10000,Spot,25
1/06/2020,ESC,5000,Spot,25.25
1/06/2020,ESC,5000,Spot,24.75
2/06/2020,ESC,10000,Spot,25
2/06/2020,ESC,5000,Spot,25
4/06/2020,ESC,10000,Spot,25.25
4/06/2020,ESC,10000,Spot,25.4
4/06/2020,ESC,10000,Spot,25.6
4/06/2020,ESC,5000,Spot,25.6
9/06/2020,ESC,10000,Spot,25.75
9/06/2020,ESC,10000,Spot,25.75
9/06/2020,ESC,5000,Spot,25.8
10/06/2020,ESC,10000,Spot,26
10/06/2020,ESC,5000,Spot,26
15/06/2020,ESC,5000,Spot,25.75
15/06/2020,ESC,5000,Spot,25.5
15/06/2020,ESC,10000,Spot,25.5
18/06/2020,ESC,5000,Spot,25.2
19/06/2020,ESC,5000,Spot,25
23/06/2020,ESC,5000,Spot,25.25
25/06/2020,ESC,5000,Spot,25.1
26/06/2020,ESC,25000,Spot,24.75
29/06/2020,ESC,5000,Spot,24.7
30/06/2020,ESC,5000,Spot,24.5
30/06/2020,ESC,5000,Spot,24.25
30/06/2020,ESC,5000,Spot,24.25
1/07/2020,ESC,5000,Spot,23.8
1/07/2020,ESC,5000,Spot,23.75
1/07/2020,ESC,10000,Spot,39.3
1/07/2020,ESC,5000,Spot,24.25
2/07/2020,ESC,10000,Spot,24.4
2/07/2020,ESC,10000,Spot,24.4
2/07/2020,ESC,10000,Spot,24.55
2/07/2020,ESC,5000,Spot,24.65
3/07/2020,ESC,5000,Spot,24.7
3/07/2020,ESC,5000,Spot,24.8
3/07/2020,ESC,5000,Spot,24.9
3/07/2020,ESC,5000,Spot,25
3/07/2020,ESC,5000,Spot,25.05
3/07/2020,ESC,5000,Spot,25.05
3/07/2020,ESC,5000,Spot,25
3/07/2020,ESC,5000,Spot,25.05
6/07/2020,ESC,20000,Spot,25.05
6/07/2020,ESC,10000,Spot,25.05
6/07/2020,ESC,5000,Spot,25.05
6/07/2020,ESC,5000,Spot,25.2
6/07/2020,ESC,5000,Spot,25.2
6/07/2020,ESC,20000,Spot,25.2
7/07/2020,ESC,5000,Spot,25.4
7/07/2020,ESC,5000,Spot,25.5
7/07/2020,ESC,5000,Spot,25.5
7/07/2020,ESC,5000,Spot,25.5
7/07/2020,ESC,10000,Spot,25.5
7/07/2020,ESC,5000,Spot,25.65
7/07/2020,ESC,10000,Spot,25.75
8/07/2020,ESC,15000,Spot,26
8/07/2020,ESC,10000,Spot,26.2
8/07/2020,ESC,5000,Spot,26
8/07/2020,ESC,5000,Spot,26
14/07/2020,ESC,15000,Spot,25.6
14/07/2020,ESC,5000,Spot,25.5
15/07/2020,ESC,5000,Spot,25.5
15/07/2020,ESC,5000,Spot,25.6
16/07/2020,ESC,5000,Spot,25.75
16/07/2020,ESC,5000,Spot,25.4
21/07/2020,ESC,10000,Spot,25.4
22/07/2020,ESC,5000,Spot,25.4
24/07/2020,ESC,5000,Spot,25.4
27/07/2020,ESC,35000,Spot,25.35
28/07/2020,ESC,5000,Spot,25.35
28/07/2020,ESC,5000,Spot,25.45
29/07/2020,ESC,5000,Spot,25.3
29/07/2020,ESC,5000,Spot,25.3
29/07/2020,ESC,5000,Spot,25.3
29/07/2020,ESC,5000,Spot,25.3
29/07/2020,ESC,10000,Spot,25.25
29/07/2020,ESC,5000,Spot,25.25
31/07/2020,ESC,5000,Spot,25
31/07/2020,ESC,15000,Spot,25
6/08/2020,ESC,35247,Spot,25.25
10/08/2020,ESC,5000,Spot,25.25
11/08/2020,ESC,5000,Spot,25.25
11/08/2020,ESC,10000,Spot,25.35
14/08/2020,ESC,25000,Spot,25.5
14/08/2020,ESC,12000,Spot,25.5
17/08/2020,ESC,6000,Spot,25.5
17/08/2020,ESC,14000,Spot,25.5
17/08/2020,ESC,5000,Spot,25.7
20/08/2020,ESC,5000,Spot,25.75
20/08/2020,ESC,5000,Spot,25.75
20/08/2020,ESC,5000,Spot,25.75
21/08/2020,ESC,5000,Spot,25.8
21/08/2020,ESC,5000,Spot,25.85
21/08/2020,ESC,10000,Spot,25.9
21/08/2020,ESC,5000,Spot,25.85
21/08/2020,ESC,5000,Spot,25.9
24/08/2020,ESC,5000,Spot,25.85
24/08/2020,ESC,5000,Spot,25.95
25/08/2020,ESC,5000,Spot,26.1
25/08/2020,ESC,5000,Spot,26.2
31/08/2020,ESC,10000,Spot,26.2
31/08/2020,ESC,10000,Spot,26.3
1/09/2020,ESC,10000,Spot,26.35
1/09/2020,ESC,10000,Spot,26.4
1/09/2020,ESC,10000,Spot,26.4
1/09/2020,ESC,5000,Spot,26.5
1/09/2020,ESC,5000,Spot,26.5
1/09/2020,ESC,5000,Spot,26.5
1/09/2020,ESC,5000,Spot,26.6
3/09/2020,ESC,5000,Spot,26.7
3/09/2020,ESC,5000,Spot,26.7
3/09/2020,ESC,5000,Spot,26.7
3/09/2020,ESC,5000,Spot,27
3/09/2020,ESC,20000,Spot,27
3/09/2020,ESC,5000,Spot,26.95
3/09/2020,ESC,5000,Spot,27
3/09/2020,ESC,10000,Spot,27
7/09/2020,ESC,5000,Spot,27.1
8/09/2020,ESC,5000,Spot,27.1
8/09/2020,ESC,5000,Spot,27.1
8/09/2020,ESC,10000,Spot,27.1
9/09/2020,ESC,5000,Spot,28.4
9/09/2020,ESC,5000,Spot,28.4
10/09/2020,ESC,5000,Spot,28.2
15/09/2020,ESC ,10000,Spot,27.5
15/09/2020,ESC ,5000,Spot,27.1
15/09/2020,ESC ,5000,Spot,27
15/09/2020,ESC ,5000,Spot,27
15/09/2020,ESC ,5000,Spot,27
17/09/2020,ESC ,20000,Spot,27
17/09/2020,ESC ,5000,Spot,27
18/09/2020,ESC ,5000,Spot,27
22/09/2020,ESC ,5000,Spot,27.1
23/09/2020,ESC ,22000,Spot,27.25
23/09/2020,ESC ,10000,Spot,27.25
23/09/2020,ESC ,10000,Spot,27.1
28/09/2020,ESC ,15000,Spot,27.1
29/09/2020,ESC ,10000,Spot,26.95
29/09/2020,ESC ,10000,Spot,26.85
29/09/2020,ESC ,5000,Spot,26.85
29/09/2020,ESC ,7160,Spot,26.75
29/09/2020,ESC ,10000,Spot,26.7
29/09/2020,ESC ,10000,Spot,26.7
29/09/2020,ESC ,5000,Spot,26.7
29/09/2020,ESC ,10000,Spot,26.7
7/10/2020,ESC ,5000,Spot,26.75
7/10/2020,ESC ,5000,Spot,26.85
7/10/2020,ESC ,8796,Spot,26.85
8/10/2020,ESC ,15000,Spot,26.9
8/10/2020,ESC ,6128,Spot,27
12/10/2020,ESC,20000,Spot,27
12/10/2020,ESC,25000,Spot,27
12/10/2020,ESC,10000,Spot,27
13/10/2020,ESC,10000,Spot,27
14/10/2020,ESC,10000,Spot,27
16/10/2020,ESC,20000,Spot,27.25
16/10/2020,ESC,20000,Spot,27.25
19/10/2020,ESC,5000,Spot,27.25
22/10/2020,ESC,5000,Spot,27.25
26/10/2020,ESC,5000,Spot,27.25
29/10/2020,ESC,5000,Spot,27.1
29/10/2020,ESC,5000,Spot,27.1
29/10/2020,ESC,5000,Spot,27.1
29/10/2020,ESC,5000,Spot,27.1
29/10/2020,ESC,5000,Spot,27.1
29/10/2020,ESC,5000,Spot,26.9
30/10/2020,ESC,5000,Spot,27
30/10/2020,ESC,5000,Spot,27.05
30/10/2020,ESC,5000,Spot,27.05
30/10/2020,ESC,10000,Spot,27.05
30/10/2020,ESC,5000,Spot,27
2/11/2020,ESC,100000,Spot,27.45
4/11/2020,ESC,25000,Spot,27
5/11/2020,ESC,15000,Spot,26.9
5/11/2020,ESC,5000,Spot,26.9
6/11/2020,ESC,5000,Spot,26.8
6/11/2020,ESC,54000,Spot,26.95
9/11/2020,ESC,5000,Spot,26.8
16/11/2020,ESC,5000,Spot,26.8
16/11/2020,ESC,10000,Spot,26.8
16/11/2020,ESC,4930,Spot,26.7
17/11/2020,ESC,25000,Spot,26.9
17/11/2020,ESC,5000,Spot,26.8
17/11/2020,ESC,5000,Spot,26.8
18/11/2020,ESC,10000,Spot,26.7
18/11/2020,ESC,10000,Spot,26.65
18/11/2020,ESC,5000,Spot,26.65
18/11/2020,ESC,10000,Spot,26.6
18/11/2020,ESC,10000,Spot,26.6
18/11/2020,ESC,5000,Spot,26.6
18/11/2020,ESC,25000,Spot,26.6
19/11/2020,ESC,5000,Spot,26.6
19/11/2020,ESC,5000,Spot,26.6
19/11/2020,ESC,21500,Spot,26.7
20/11/2020,ESC,6000,Spot,26.7
20/11/2020,ESC,5000,Spot,26.7
23/11/2020,ESC,5000,Spot,26.7
24/11/2020,ESC,5000,Spot,26.7
24/11/2020,ESC,10000,Spot,26.75
24/11/2020,ESC,10000,Spot,26.75
24/11/2020,ESC,11400,Spot,26.75
30/11/2020,ESC,10000,Spot,26.75
30/11/2020,ESC,5000,Spot,26.85
1/12/2020,ESC,5000,Spot,26.85
3/12/2020,ESC,6500,Spot,26.9
4/12/2020,ESC,10000,Spot,26.9
4/12/2020,ESC,10000,Spot,26.9
7/12/2020,ESC,5000,Spot,27
7/12/2020,ESC,5000,Spot,26.9
8/12/2020,ESC,10000,Spot,27.05
8/12/2020,ESC,10000,Spot,27.1
8/12/2020,ESC,10000,Spot,27.15
8/12/2020,ESC,20000,Spot,27.15
8/12/2020,ESC,10000,Spot,27.15
8/12/2020,ESC,20000,Spot,27.2
8/12/2020,ESC,20000,Spot,27.25
9/12/2020,ESC,20000,Spot,27.3
9/12/2020,ESC,5000,Spot,27.25
10/12/2020,ESC,13000,Spot,27.3
11/12/2020,ESC,5000,Spot,27.3
15/12/2020,ESC,5000,Spot,27.3
16/12/2020,ESC,5000,Spot,27.3
17/12/2020,ESC,5000,Spot,27.5
18/12/2020,ESC,5000,Spot,28.25
21/12/2020,ESC,5000,Spot,28.25
5/01/2021,ESC,10000,Spot,28
6/01/2021,ESC,10000,Spot,28.2
6/01/2021,ESC,5000,Spot,28.35
8/01/2021,ESC,18000,Spot,28.3
8/01/2021,ESC,5000,Spot,28.3
12/01/2021,ESC,25000,Spot,28.3
12/01/2021,ESC,5000,Spot,28.2
12/01/2021,ESC,5000,Spot,28.2
12/01/2021,ESC,5000,Spot,28.2
12/01/2021,ESC,15000,Spot,28.2
13/01/2021,ESC,8000,Spot,28.1
13/01/2021,ESC,10000,Spot,28.1
13/01/2021,ESC,10000,Spot,28.1
14/01/2021,ESC,10000,Spot,28.1
19/01/2021,ESC,10000,Spot,28.2
21/01/2021,ESC ,5000,Spot,28.4
21/01/2021,ESC ,5000,Spot,28.4
22/01/2021,ESC ,12000,Spot,28.7
22/01/2021,ESC ,5000,Spot,28.7
28/01/2021,ESC ,10000,Spot,29.1
28/01/2021,ESC ,10000,Spot,29.25
28/01/2021,ESC ,10000,Spot,29.3
28/01/2021,ESC ,5000,Spot,29.4
29/01/2021,ESC ,5000,Spot,29.5
1/02/2021,ESC ,20000,Spot,29.5
2/02/2021,ESC ,20000,Spot,29.85
2/02/2021,ESC ,10000,Spot,29.85
2/02/2021,ESC ,15000,Spot,29.85
3/02/2021,ESC ,5000,Spot,30
3/02/2021,ESC ,5000,Spot,30.35
4/02/2021,ESC ,5000,Spot,30.7
4/02/2021,ESC ,10000,Spot,30.7
4/02/2021,ESC ,10000,Spot,31
4/02/2021,ESC ,5000,Spot,31
4/02/2021,ESC ,5000,Spot,31
4/02/2021,ESC ,10000,Spot,31.15
4/02/2021,ESC ,5000,Spot,31.1
4/02/2021,ESC ,5000,Spot,31.4
4/02/2021,ESC ,5000,Spot,31.5
4/02/2021,ESC ,5000,Spot,31.5
8/02/2021,ESC ,5000,Spot,31.5
8/02/2021,ESC ,5000,Spot,31.5
8/02/2021,ESC ,10000,Spot,31
8/02/2021,ESC ,15000,Spot,30.5
8/02/2021,ESC ,10000,Spot,30.5
8/02/2021,ESC ,15000,Spot,30.5
8/02/2021,ESC ,5000,Spot,30.5
9/02/2021,ESC ,5000,Spot,30.25
9/02/2021,ESC ,5000,Spot,30
9/02/2021,ESC ,25000,Spot,29.65
10/02/2021,ESC ,5000,Spot,29.75
11/02/2021,ESC ,10000,Spot,29.95
11/02/2021,ESC ,10000,Spot,30
11/02/2021,ESC ,10000,Spot,30
12/02/2021,ESC ,5000,Spot,30.3
15/02/2021,ESC ,6000,Spot,30.4
15/02/2021,ESC ,5000,Spot,30.5
15/02/2021,ESC ,5000,Spot,30.5
16/02/2021,ESC ,10000,Spot,30.7
16/02/2021,ESC ,25000,Spot,30.8
16/02/2021,ESC ,20000,Spot,31
18/02/2021,ESC ,5000,Spot,30.3
19/02/2021,ESC ,20000,Spot,29.8
19/02/2021,ESC ,5000,Spot,29.5
23/02/2021,ESC ,5000,Spot,29.45
25/02/2021,ESC ,5000,Spot,29.5
25/02/2021,ESC ,5000,Spot,29.65
26/02/2021,ESC ,5000,Spot,29.55
2/03/2021,ESC ,5000,Spot,29.5
2/03/2021,ESC ,5000,Spot,29.5
2/03/2021,ESC ,5000,Spot,29.5
2/03/2021,ESC ,5000,Spot,29.5
2/03/2021,ESC ,15000,Spot,29.5
2/03/2021,ESC ,10000,Spot,29.5
2/03/2021,ESC ,5000,Spot,29.5
3/03/2021,ESC ,5000,Spot,29.5
5/03/2021,ESC ,5000,Spot,29.8
5/03/2021,ESC ,5000,Spot,29.8
5/03/2021,ESC ,5000,Spot,29.85
8/03/2021,ESC ,20000,Spot,30
9/03/2021,ESC ,5000,Spot,30
9/03/2021,ESC ,10000,Spot,29.9
12/03/2021,ESC ,50000,Spot,29.8
15/03/2021,ESC ,5000,Spot,29.75
15/03/2021,ESC ,5000,Spot,29.75
22/03/2021,ESC ,5000,Spot,29.75
22/03/2021,ESC ,10000,Spot,29.75
22/03/2021,ESC ,10000,Spot,29.75
23/03/2021,ESC ,5000,Spot,29.75
23/03/2021,ESC ,5000,Spot,29.85
23/03/2021,ESC ,5000,Spot,29.95
23/03/2021,ESC ,5000,Spot,30
23/03/2021,ESC ,5000,Spot,30
23/03/2021,ESC ,5000,Spot,30.1
24/03/2021,ESC ,10000,Spot,30.1
25/03/2021,ESC ,10000,Spot,30.05
25/03/2021,ESC ,5000,Spot,30.05
25/03/2021,ESC ,5000,Spot,30
25/03/2021,ESC ,5000,Spot,30
26/03/2021,ESC ,5000,Spot,30
26/03/2021,ESC ,5000,Spot,30
26/03/2021,ESC ,5000,Spot,30
29/03/2021,ESC ,5000,Spot,30
30/03/2021,ESC ,10000,Spot,30.05
30/03/2021,ESC ,5000,Spot,30.05
30/03/2021,ESC ,5000,Spot,30.2
31/03/2021,ESC ,12000,Spot,30.2
31/03/2021,ESC ,15000,Spot,30.2
31/03/2021,ESC ,10000,Spot,30.2
7/04/2021,ESC ,10000,Spot,30.15
12/04/2021,ESC ,10000,Spot,30.3
12/04/2021,ESC ,5000,Spot,30.3
12/04/2021,ESC ,5000,Spot,30.3
13/04/2021,ESC ,5000,Spot,30.3
13/04/2021,ESC ,5000,Spot,30.4
13/04/2021,ESC ,41000,Spot,30.35
13/04/2021,ESC ,5000,Spot,30.5
14/04/2021,ESC ,15000,Spot,30.45
15/04/2021,ESC ,10000,Spot,30.5
15/04/2021,ESC ,5000,Spot,30.5
16/04/2021,ESC ,20000,Spot,30.65
16/04/2021,ESC ,10000,Spot,30.65
16/04/2021,ESC ,20000,Spot,30.7
16/04/2021,ESC ,10000,Spot,30.7
19/04/2021,ESC ,7000,Spot,30.5
19/04/2021,ESC ,10000,Spot,30.5
22/04/2021,ESC ,20000,Spot,30.45
22/04/2021,ESC ,5000,Spot,30.4
22/04/2021,ESC ,10000,Spot,30.4
22/04/2021,ESC ,5000,Spot,30.4
23/04/2021,ESC ,5000,Spot,30.4
26/04/2021,ESC ,5000,Spot,30.4
26/04/2021,ESC ,5000,Spot,30.4
27/04/2021,ESC ,10000,Spot,30.4
28/04/2021,ESC ,15000,Spot,30.4
28/04/2021,ESC ,10000,Spot,30.35
28/04/2021,ESC ,5000,Spot,30.3
29/04/2021,ESC ,15000,Spot,30.25
29/04/2021,ESC ,15000,Spot,30.25
29/04/2021,ESC ,10000,Spot,30.25
3/05/2021,ESC ,12000,Spot,30.25
3/05/2021,ESC ,5000,Spot,30.25
4/05/2021,ESC ,5000,Spot,30.25
10/05/2021,ESC ,5000,Spot,30.35
11/05/2021,ESC ,5000,Spot,30.5
11/05/2021,ESC ,10000,Spot,30.8
11/05/2021,ESC ,5000,Spot,30.9
11/05/2021,ESC ,40000,Spot,31
11/05/2021,ESC ,35000,Spot,30.8
11/05/2021,ESC ,25000,Spot,30.75
13/05/2021,ESC ,10000,Spot,30.6
13/05/2021,ESC ,10000,Spot,30.65
13/05/2021,ESC ,5000,Spot,30.65
14/05/2021,ESC ,5000,Spot,30.65
14/05/2021,ESC ,10000,Spot,30.65
14/05/2021,ESC ,15000,Spot,30.65
14/05/2021,ESC ,50000,Spot,30.7
14/05/2021,ESC ,25000,Spot,30.75
14/05/2021,ESC ,25000,Spot,30.7
18/05/2021,ESC ,5000,Spot,30.8
19/05/2021,ESC ,20000,Spot,30.9
19/05/2021,ESC ,10000,Spot,30.8
19/05/2021,ESC ,5000,Spot,30.9
20/05/2021,ESC,5000,Spot,30.8
24/05/2021,ESC ,10000,Spot,30.85
25/05/2021,ESC ,5000,Spot,30.85
27/05/2021,ESC ,5000,Spot,30.9
27/05/2021,ESC ,5000,Spot,30.9
27/05/2021,ESC ,5000,Spot,30.9
27/05/2021,ESC ,9000,Spot,30.9
31/05/2021,ESC ,5000,Spot,30.95
31/05/2021,ESC ,25000,Spot,31
31/05/2021,ESC ,10000,Spot,31
1/06/2021,ESC ,5000,Spot,31
2/06/2021,ESC ,5000,Spot,31.2
2/06/2021,ESC ,5000,Spot,31.4
3/06/2021,ESC ,5000,Spot,31.5
3/06/2021,ESC ,10000,Spot,31.3
3/06/2021,ESC ,5000,Spot,31.6
3/06/2021,ESC ,25000,Spot,31.6
3/06/2021,ESC ,5000,Spot,31.75
3/06/2021,ESC ,5000,Spot,31.95
4/06/2021,ESC ,5000,Spot,31.85
7/06/2021,ESC ,5000,Spot,31.85
7/06/2021,ESC ,5000,Spot,31.95
7/06/2021,ESC ,5000,Spot,32
7/06/2021,ESC ,10000,Spot,32.05
7/06/2021,ESC ,5000,Spot,32.1
8/06/2021,ESC ,6000,Spot,32.2
8/06/2021,ESC ,5000,Spot,32.4
8/06/2021,ESC ,5000,Spot,32.5
10/06/2021,ESC ,5000,Spot,32.8
10/06/2021,ESC ,5000,Spot,32.8
11/06/2021,ESC ,5000,Spot,32.3
15/06/2021,ESC ,10000,Spot,32
16/06/2021,ESC ,10000,Spot,31.9
18/06/2021,ESC ,5000,Spot,31.9
18/06/2021,ESC ,20000,Spot,32.05
18/06/2021,ESC ,5000,Spot,32.25
21/06/2021,ESC ,10000,Spot,32.25
21/06/2021,ESC ,40000,Spot,32.35
22/06/2021,ESC ,7000,Spot,32.5
