Brand,Model,Product Website,Available,Pool Pump Type,Input Power,Current,Star Rating Index,Star Rating,Weighted Energy Factor,Daily Run Time,Projected Annual Energy Consumption (KWh/year),Date Available Until,Star Image Large,Star Image Small
LEGEND,SIIE530,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Single speed,1670.0,7.4,0.91,1.0,10.966,2.7997,1664.5,2028-02-22,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
HAYWARD,PLDI150VSP,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Variable speed,1400.0,9.65,5.71,5.5,34.275,5.9576,532.75,2019-12-21,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5.5_Star.png
HAYWARD,SP3015DIVSP,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Variable speed,1400.0,9.65,5.71,5.5,34.275,5.9576,532.75,2019-12-21,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5.5_Star.png
Poolrite,SQ VS 1,https://www.poolrite.com/,"Australia,Fiji,New Zealand",Variable speed,975.0,6.5,6.2,6.0,43.469,5.9106,421.53,2028-01-18,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.png
Poolrite,SQ VS 1.5,https://www.poolrite.com/,"Australia,Fiji,New Zealand",Variable speed,975.0,6.5,6.2,6.0,43.469,5.9106,421.53,2028-01-18,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.png
Poolrite,Poolrite Energy efficent,https://www.poolrite.com/,"Australia,Fiji,New Zealand",Variable speed,975.0,6.5,6.2,6.0,43.469,5.9106,421.53,2028-01-18,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.png
BADU,BADU Gamma Eco VS,http://speck-pumps.com/,"Australia,Fiji,New Zealand",Variable speed,1400.0,6.1,5.75,5.5,34.577,6.0474,527.81,2028-07-28,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5.5_Star.png
Henden,HSSP200,https://www.davey.com.au,"Australia,Fiji,New Zealand",Single speed,750.0,3.8,1.95,1.5,18.277,4.0277,998.5,2027-09-14,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
Henden,HSSP200B,https://www.davey.com.au,"Australia,Fiji,New Zealand",Single speed,750.0,3.8,1.95,1.5,18.277,4.0277,998.5,2027-09-14,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
Henden,StarFlo,https://www.davey.com.au,"Australia,Fiji,New Zealand",Single speed,750.0,3.8,1.95,1.5,18.277,4.0277,998.5,2027-09-14,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
Davey,DSF420,https://www.davey.com.au,"Australia,Fiji,New Zealand",Single speed,1650.0,-,1.3,1.0,12.022,2.9654,1518.0,2027-09-14,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Henden,HSSP420B,https://www.davey.com.au,"Australia,Fiji,New Zealand",Single speed,1650.0,-,1.3,1.0,12.022,2.9654,1518.0,2027-09-14,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Henden,HSSP420,https://www.davey.com.au,"Australia,Fiji,New Zealand",Single speed,1650.0,-,1.3,1.0,12.022,2.9654,1518.0,2027-09-14,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Henden,StarFlo,https://www.davey.com.au,"Australia,Fiji,New Zealand",Single speed,1650.0,-,1.3,1.0,12.022,2.9654,1518.0,2027-09-14,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Davey,StarFlo,https://www.davey.com.au,"Australia,Fiji,New Zealand",Single speed,1650.0,-,1.3,1.0,12.022,2.9654,1518.0,2027-09-14,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Henden,HSSP300B,https://www.davey.com.au,"Australia,Fiji,New Zealand",Single speed,1100.0,5.8,1.57,1.5,14.855,3.3552,1228.6,2027-09-14,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
Davey,DSF300,https://www.davey.com.au,"Australia,Fiji,New Zealand",Single speed,1100.0,5.8,1.57,1.5,14.855,3.3552,1228.6,2027-09-14,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
Henden,HSSP300,https://www.davey.com.au,"Australia,Fiji,New Zealand",Single speed,1100.0,5.8,1.57,1.5,14.855,3.3552,1228.6,2027-09-14,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
Henden,Starflo,https://www.davey.com.au,"Australia,Fiji,New Zealand",Single speed,1100.0,5.8,1.57,1.5,14.855,3.3552,1228.6,2027-09-14,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
Davey,Starflo,https://www.davey.com.au,"Australia,Fiji,New Zealand",Single speed,1100.0,5.8,1.57,1.5,14.855,3.3552,1228.6,2027-09-14,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
Waterco,Alphaflo 1.0HP,,"Australia,Fiji,New Zealand",Single speed,1060.0,4.7,1.32,1.0,14.213,3.4322,1284.1,2028-07-06,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Waterco,Alphaflo 1.5HP,,"Australia,Fiji,New Zealand",Single speed,1614.0,6.9,1.22,1.0,11.927,2.9815,1530.1,2028-07-06,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Madimack,INVFLO300 (InverFlow Eco 1HP),,"Australia,New Zealand",Variable speed,750.0,3.5,6.01,6.0,45.296,6.3294,402.91,2027-06-01,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.png
Davey,PM400BT,https://www.davey.com.au,"Australia,Fiji,New Zealand",Variable speed,-,10.0,6.19,6.0,31.084,5.7665,587.13,2027-10-17,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.png
Henden,H400VSPBT,https://www.davey.com.au,"Australia,Fiji,New Zealand",Variable speed,-,10.0,6.19,6.0,31.084,5.7665,587.13,2027-10-17,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.png
Henden,Silensor VSD Pumps,https://www.davey.com.au,"Australia,Fiji,New Zealand",Variable speed,-,10.0,6.19,6.0,31.084,5.7665,587.13,2027-10-17,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.png
Davey,Silensor VSD Pumps,https://www.davey.com.au,"Australia,Fiji,New Zealand",Variable speed,-,10.0,6.19,6.0,31.084,5.7665,587.13,2027-10-17,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.png
Henden,H8VSPBT,https://www.davey.com.au,"Australia,Fiji,New Zealand",Variable speed,-,10.0,6.19,6.0,31.084,5.7665,587.13,2027-10-17,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.png
Henden,H280VSPBT,https://www.davey.com.au,"Australia,Fiji,New Zealand",Variable speed,-,6.7,5.25,5.0,29.855,6.0604,611.29,2026-10-06,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.png
Henden,Silensor VSD Pumps,https://www.davey.com.au,"Australia,Fiji,New Zealand",Variable speed,-,6.7,5.25,5.0,29.855,6.0604,611.29,2026-10-06,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.png
Davey,Silensor VSD Pumps,https://www.davey.com.au,"Australia,Fiji,New Zealand",Variable speed,-,6.7,5.25,5.0,29.855,6.0604,611.29,2026-10-06,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.png
Davey,PM200BT,https://www.davey.com.au,"Australia,Fiji,New Zealand",Variable speed,-,6.7,5.25,5.0,29.855,6.0604,611.29,2026-10-06,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.png
Henden,H8200VSPBT,https://www.davey.com.au,"Australia,Fiji,New Zealand",Variable speed,-,6.7,5.25,5.0,29.855,6.0604,611.29,2026-10-06,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.png
Madimack,INVULT300 (InverFlow Ultra 1HP),,"Australia,Fiji,New Zealand",Variable speed,750.0,3.5,6.01,6.0,45.26,6.3242,403.22,2022-11-08,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.png
BADU,BADU Alpha Eco Soft,http://speck-pumps.com/,"Australia,Fiji,New Zealand",Variable speed,750.0,3.2,6.01,6.0,45.248,6.2459,403.34,2028-06-29,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.png
Madimack,INVULT500 (InverFlow Ultra 2HP),,"Australia,Fiji,New Zealand",Variable speed,1400.0,6.5,6.06,6.0,37.097,5.9554,491.96,2022-11-08,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.png
Waterco,Alphaflo 0.75HP,,"Australia,Fiji,New Zealand",Single speed,734.0,3.3,1.61,1.5,17.077,4.095,1068.7,2028-07-06,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
Davey,PMECO2,https://www.davey.com.au,"Australia,Fiji,New Zealand",Two-speed,-,7.1,3.84,3.5,21.277,4.9088,857.75,2028-07-14,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_3.5_Star.png
Henden,H62SP,https://www.davey.com.au,"Australia,Fiji,New Zealand",Two-speed,-,7.1,3.84,3.5,21.277,4.9088,857.75,2028-07-14,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_3.5_Star.png
Henden,PMECO2,https://www.davey.com.au,"Australia,Fiji,New Zealand",Two-speed,-,7.1,3.84,3.5,21.277,4.9088,857.75,2028-07-14,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_3.5_Star.png
pureblue,EP475,http://www.pacificpool.com.au/,Australia,Variable speed,1500.0,7.0,5.38,5.0,31.043,5.7117,587.9,2028-07-24,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.png
HAYWARD,PLDI-200,https://www.hayward-pool.com.au/shop/en/australia,"Australia,Fiji,New Zealand",Single speed,1380.0,6.23,1.45,1.0,13.328,3.0352,1369.8,2028-08-11,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Waterco,Alphaflo ECO-V100,,"Australia,Fiji,New Zealand",Variable speed,910.0,6.1,5.01,5.0,34.101,6.2827,535.18,2028-09-01,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.png
Waterco,Alphaflo ECO-V150,,"Australia,Fiji,New Zealand",Variable speed,1416.0,9.0,5.58,5.5,33.162,5.9388,550.33,2028-09-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5.5_Star.png
B&L PUMPS,Tornado Variable speed,,Australia,Variable speed,975.0,6.5,5.23,5.0,34.962,6.1865,522.0,2028-09-19,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.png
Premier,PM3100183-PR750SP (1.0HP),,"Australia,New Zealand",Single speed,1030.0,4.3,1.02,1.0,13.429,4.4326,1359.0,2028-11-03,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Premier,PM3100183-PR750FS (1.0HP),,"Australia,New Zealand",Single speed,1030.0,4.3,1.02,1.0,13.429,4.4326,1359.0,2028-11-03,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
BADU,BADU Eco Soft,http://speck-pumps.com/,"Australia,Fiji,New Zealand",Variable speed,1100.0,5.0,5.94,5.5,39.397,5.9652,463.24,2028-07-31,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5.5_Star.png
RELTECH,PR75,,Australia,Single speed,740.0,3.28,1.55,1.5,16.78,4.065,1087.6,2027-08-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
Aquatight,Apex AP 1.0HP,,"Australia,Fiji,New Zealand",Single speed,1060.0,4.7,1.32,1.0,14.213,3.4322,1284.1,2028-10-12,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Aquatight,Apex AP 1.5HP,,"Australia,Fiji,New Zealand",Single speed,1614.0,6.9,1.22,1.0,11.927,2.9815,1530.1,2028-10-16,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Aquatight,Apex VS100,,"Australia,Fiji,New Zealand",Variable speed,910.0,6.1,5.01,5.0,34.101,6.2827,535.18,2028-10-16,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.png
Davey,PMECO,https://www.davey.com.au,"Australia,Fiji,New Zealand",Multi speed,-,6.4,5.1,5.0,29.386,6.1241,621.05,2027-09-14,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.png
Henden,H3SP1HP,https://www.davey.com.au,"Australia,Fiji,New Zealand",Multi speed,-,6.4,5.1,5.0,29.386,6.1241,621.05,2027-09-14,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.png
Henden,PMECO,https://www.davey.com.au,"Australia,Fiji,New Zealand",Multi speed,-,6.4,5.1,5.0,29.386,6.1241,621.05,2027-09-14,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.png
Henden,H83SP,https://www.davey.com.au,"Australia,Fiji,New Zealand",Multi speed,-,6.4,5.1,5.0,29.386,6.1241,621.05,2027-09-14,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.png
Davey,PMECO,https://www.davey.com.au,"Australia,Fiji,New Zealand",Multi speed,-,6.4,5.37,5.0,31.164,6.0628,585.62,2028-04-03,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.png
Henden,H3SP1HPN,https://www.davey.com.au,"Australia,Fiji,New Zealand",Multi speed,-,6.4,5.37,5.0,31.164,6.0628,585.62,2028-04-03,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.png
Henden,PMECO,https://www.davey.com.au,"Australia,Fiji,New Zealand",Multi speed,-,6.4,5.37,5.0,31.164,6.0628,585.62,2028-04-03,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.png
Leafmaster,PM3100183-LM100 (1.0HP),,"Australia,New Zealand",Single speed,1030.0,4.3,1.02,1.0,13.429,4.4326,1359.0,2028-11-03,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Premier,Premier 750W,,"Australia,New Zealand",Single speed,1030.0,4.3,1.02,1.0,13.429,4.4326,1359.0,2028-11-03,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Leafmaster,Premier 750W,,"Australia,New Zealand",Single speed,1030.0,4.3,1.02,1.0,13.429,4.4326,1359.0,2028-11-03,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Madimack,eFlow 300,,"Australia,Fiji,New Zealand",Variable speed,750.0,3.5,6.08,6.0,45.977,6.2644,396.94,2022-11-08,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.png
Madimack,Madimack,,"Australia,Fiji,New Zealand",Variable speed,750.0,3.5,6.08,6.0,45.977,6.2644,396.94,2022-11-08,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.png
Madimack,InverFlow Pro P300i,,"Australia,Fiji,New Zealand",Variable speed,750.0,3.5,6.08,6.0,45.977,6.2644,396.94,2022-11-08,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.png
Madimack,eFlow 400,,"Australia,Fiji,New Zealand",Variable speed,1050.0,5.3,6.17,6.0,42.114,6.0935,433.35,2022-11-08,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.png
Madimack,Madimack,,"Australia,Fiji,New Zealand",Variable speed,1050.0,5.3,6.17,6.0,42.114,6.0935,433.35,2022-11-08,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.png
Madimack,InverFlow Pro P400i,,"Australia,Fiji,New Zealand",Variable speed,1050.0,5.3,6.17,6.0,42.114,6.0935,433.35,2022-11-08,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.png
Madimack,eFlow 500,,"Australia,Fiji,New Zealand",Variable speed,1400.0,6.5,6.12,6.0,37.534,5.9133,486.23,2022-11-08,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.png
Madimack,Madimack,,"Australia,Fiji,New Zealand",Variable speed,1400.0,6.5,6.12,6.0,37.534,5.9133,486.23,2022-11-08,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.png
Madimack,InverFlow Pro P500i,,"Australia,Fiji,New Zealand",Variable speed,1400.0,6.5,6.12,6.0,37.534,5.9133,486.23,2022-11-08,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_6_Star.png
